"","Date","Rainfall_Gallicano","Rainfall_Pontetetto","Rainfall_Monte_Serra","Rainfall_Orentano","Rainfall_Borgo_a_Mozzano","Rainfall_Piaggione","Rainfall_Calavorno","Rainfall_Croce_Arcana","Rainfall_Tereglio_Coreglia_Antelminelli","Rainfall_Fabbriche_di_Vallico","Temperature_Orentano","Temperature_Monte_Serra","Temperature_Ponte_a_Moriano","Temperature_Lucca_Orto_Botanico","Volume_POL","Volume_CC1","Volume_CC2","Volume_CSA","Volume_CSAL","Hydrometry_Monte_S_Quirico","Hydrometry_Piaggione","CoS","DIEC","LT2","PAG","SAL","imp1","imp2","imp3","imp4","imp5","Season"
"102",2010-04-12,0,8.2,0,12.8,0,1.2,0.2,7,0.2,0,9.85,5.7,9.05,10.05,-10516.66667,-15569.28,-12392.352,0,0,0.3,-0.33,4.86,2.2,13.84,1.52,5.67,4.86,2.23,13.84,1.52,5.67,"Spring"
"103",2010-04-13,0,0,0,0,0,0,0,0,0,0,11.3,5.6,11.2,12.95,-10516.66667,-15569.28,-12392.352,0,0,0.31,-0.33,4.88,2.2,13.84,1.57,5.69,4.88,2.23,13.84,1.57,5.69,"Spring"
"104",2010-04-14,0,0,0,0,0,0,0,0,0,0,10.8,6.7,10.9,11.5,-10516.66667,-15569.28,-12392.352,0,0,0.29,-0.33,4.95,2.2,13.85,1.62,5.71,4.95,2.23,13.85,1.62,5.71,"Spring"
"105",2010-04-15,0,0,0,0,0,0,2,3.4,0,0,10.7,8.25,12,12.4,-10516.66667,-15569.28,-12392.352,0,0,0.31,-0.33,4.91,2.2,13.85,1.66,5.72,4.91,2.23,13.85,1.66,5.72,"Spring"
"106",2010-04-16,0,0,2.8,0,0,0,0,0,0.8,0,13.4,9.25,14.35,14.65,-10516.66667,-15569.28,-12392.352,0,0,0.29,-0.33,4.99,2.2,13.85,1.68,5.73,4.99,2.23,13.85,1.68,5.73,"Spring"
"107",2010-04-17,0.4,0,0,1.8,1.4,2.8,2,15.2,0.6,2.8,12.25,7.6,13.2,13.75,-10516.66667,-15569.28,-12392.352,0,0,0.26,-0.33,5.01,2.2,13.86,1.71,5.74,5.01,2.23,13.86,1.71,5.74,"Spring"
"108",2010-04-18,0.8,0,0,0,0.2,0.2,0.6,7.6,1.6,2.8,12.5,8.7,13.55,14.1,-9990.833333,-14790.816,-11772.7344,0,0,0.27,-0.33,5.01,2.2,13.85,1.73,5.74,5.01,2.23,13.85,1.73,5.74,"Spring"
"109",2010-04-19,0,0,0,0,0,0,0,0,0,0,11.95,8.3,12.25,13.5,-10516.66667,-15569.28,-12392.352,0,0,0.25,-0.33,5.06,2.2,13.84,1.76,5.75,5.06,2.23,13.84,1.76,5.75,"Spring"
"110",2010-04-20,0,0,0,0,0,0,0,0,0.2,0,13.9,9.25,13.85,15.75,-10516.66667,-15569.28,-12392.352,0,0,0.27,-0.33,5.2,2.2,13.86,1.78,5.77,5.2,2.23,13.86,1.78,5.77,"Spring"
"111",2010-04-21,0,0,0.2,0,0,0,0,0.2,0,0,14.1,9,13.6,15.35,-10516.66667,-15569.28,-12392.352,0,0,0.27,-0.33,5.27,2.2,13.86,1.78,5.78,5.27,2.23,13.86,1.78,5.78,"Spring"
"112",2010-04-22,0,0,0,0,0,0,0,0,0,0,14.95,10.95,15.4,16.2,-10516.66667,-15569.28,-12392.352,0,0,0.27,-0.33,5.3,2.2,13.84,1.83,5.79,5.3,2.23,13.84,1.83,5.79,"Spring"
"113",2010-04-23,4.2,8,50.4,10.8,6.2,7.4,5,3,3.6,5.8,12.95,7.85,12.55,12.95,-10516.66667,-15569.28,-12392.352,0,0,0.32,-0.33,5.35,2.2,13.83,1.75,5.78,5.35,2.23,13.83,1.75,5.78,"Spring"
"114",2010-04-24,11.6,13.8,0.4,18.6,11,10.6,13,17.4,12.8,16.8,16.7,11.55,16.85,17.9,-10516.66667,-15569.28,-12392.352,0,0,0.31,-0.33,5.38,2.2,13.83,1.7,5.78,5.38,2.23,13.83,1.7,5.78,"Spring"
"115",2010-04-25,0.2,0,0,0,0,0,0,2.4,0,0,18.3,13.35,17.4,19.25,-9990.833333,-14790.816,-11772.7344,0,0,0.27,-0.33,5.5,2.2,13.86,1.77,5.77,5.5,2.23,13.86,1.77,5.77,"Spring"
"116",2010-04-26,0,0,0,0,0,0,0,0,0,0,17.85,14.35,18.3,18.9,-10516.66667,-15569.28,-12392.352,0,0,0.28,-0.33,5.53,2.2,13.86,1.79,5.78,5.53,2.23,13.86,1.79,5.78,"Spring"
"117",2010-04-27,0,0,41,0,0,0,0,0,0,0.2,18.8,14.25,18.65,20.4,-10516.66667,-15569.28,-12392.352,0,0,0.29,-0.33,5.51,2.2,13.86,1.8,5.79,5.51,2.23,13.86,1.8,5.79,"Spring"
"118",2010-04-28,5.8,11.2,0,41.2,10.6,0.2,9,0.4,20,4.6,18.4,14.35,18.9,19.5,-10516.66667,-15569.28,-12392.352,0,0,0.28,-0.33,5.53,2.2,13.88,1.82,5.79,5.53,2.23,13.88,1.82,5.79,"Spring"
"119",2010-04-29,0,0,0,0,0,0,0,0,0,0,18.05,15,17.95,19.05,-10516.66667,-15569.28,-12392.352,0,0,0.26,-0.33,5.48,2.2,13.86,1.89,5.81,5.48,2.23,13.86,1.89,5.81,"Spring"
"120",2010-04-30,0,0,0,0.2,0,0,0,0,0,0,16.85,13.65,16.65,18.1,-10516.66667,-15569.28,-12392.352,0,0,0.25,-0.33,5.61,2.2,13.84,1.9,5.83,5.61,2.23,13.84,1.9,5.83,"Spring"
"121",2010-05-01,0,0,0,0,0,0,0,0,0,0,16.25,13.5,16.9,18.1,-10274.19355,-15672.96,-13443.84,0,0,0.25,-0.33,5.64,2.2,13.81,1.91,5.81,5.64,2.23,13.81,1.91,5.81,"Spring"
"122",2010-05-02,1.8,11.8,104,5.4,4.2,7,2.4,0.2,2.8,3.4,14.6,11.15,14,15,-9760.483871,-14889.312,-12771.648,0,0,0.28,-0.33,5.41,2.2,13.77,1.81,5.78,5.41,2.23,13.77,1.81,5.78,"Spring"
"123",2010-05-03,22.8,27.2,0.6,59.6,23,26.2,18.6,5.6,18,29.4,16.6,11.6,17.45,17.5,-10274.19355,-15672.96,-13443.84,0,0,0.38,-0.33,5.21,2.2,13.73,1.41,5.77,5.21,2.23,13.73,1.41,5.77,"Spring"
"124",2010-05-04,15.8,10.4,32,15.2,11.8,9.4,11,7.4,12,13.2,15.55,10.75,15.9,15.9,-10274.19355,-15672.96,-13443.84,0,0,0.43,-0.33,5.07,2.2,13.71,1.29,5.73,5.07,2.23,13.71,1.29,5.73,"Spring"
"125",2010-05-05,41,15.6,13.6,20,21.4,18.6,23.2,10,22.2,40,13.4,8.1,12.7,13.75,-10274.19355,-15672.96,-13443.84,0,0,0.65,-0.33,4.95,2.2,13.67,0.95,5.67,4.95,2.23,13.67,0.95,5.67,"Spring"
"126",2010-05-06,15.6,11.4,51.8,15.4,18.2,26.2,19.6,3.8,15.8,18.6,12.55,5.45,11.9,12.35,-10274.19355,-15672.96,-13443.84,0,0,0.66,-0.33,4.86,2.2,13.68,0.79,5.6,4.86,2.23,13.68,0.79,5.6,"Spring"
"127",2010-05-07,23.2,33.4,4.6,18,22.6,32.4,23.4,0,19,34.8,13.05,6.85,13,13.75,-10274.19355,-15672.96,-13443.84,0,0,0.74,-0.33,4.72,2.2,13.68,0.61,5.5,4.72,2.23,13.68,0.61,5.5,"Spring"
"128",2010-05-08,2.2,1.4,0.8,2.6,0,0,0.8,0,1.4,2.6,14.05,7.35,13.15,14.35,-10274.19355,-15672.96,-13443.84,0,0,0.66,-0.33,4.69,2.2,13.67,0.85,5.41,4.69,2.23,13.67,0.85,5.41,"Spring"
"129",2010-05-09,0,0,0.2,0,0,0,0,0,0.4,0,14.25,9.35,14.2,15.15,-9760.483871,-14889.312,-12771.648,0,0,0.58,-0.33,4.71,2.2,13.67,1.01,5.33,4.71,2.23,13.67,1.01,5.33,"Spring"
"130",2010-05-10,3.6,1.4,0.4,0.6,5.4,4.4,8.2,1.2,5.8,6.8,17.7,11.05,17.35,18,-10274.19355,-15672.96,-13443.84,0,0,0.51,-0.33,4.75,2.2,13.65,1.11,5.3,4.75,2.23,13.65,1.11,5.3,"Spring"
"131",2010-05-11,18.6,5.6,8.6,3.6,6,9,13,12.6,13.4,24.8,16.95,11.1,15.8,17.1,-10274.19355,-15672.96,-13443.84,0,0,0.57,-0.33,4.65,2.2,13.64,1.2,5.29,4.65,2.23,13.64,1.2,5.29,"Spring"
"132",2010-05-12,23.6,4.2,0.2,2,19.4,11.6,11.8,9.4,10.2,13.4,16.9,12,17.25,18.85,-10274.19355,-15672.96,-13443.84,0,0,0.66,-0.33,4.64,2.2,13.63,1.32,5.29,4.64,2.23,13.63,1.32,5.29,"Spring"
"133",2010-05-13,2.8,9,10.6,8,9.2,16.8,5,0.6,3.2,6.8,15.95,9.5,15.55,16.5,-10274.19355,-15672.96,-13443.84,0,0,0.6,-0.33,4.63,2.2,13.62,1.23,5.28,4.63,2.23,13.62,1.23,5.28,"Spring"
"134",2010-05-14,10.4,19.8,20.8,7,9.8,21.4,7.6,0.6,7.4,10.6,15.6,9.75,15.35,16.2,-10274.19355,-15672.96,-13443.84,0,0,0.59,-0.33,4.6,2.2,13.61,0.86,5.26,4.6,2.23,13.61,0.86,5.26,"Spring"
"135",2010-05-15,4.8,16.4,20,14.2,3,6,2,14.6,1.2,2,13.8,7.5,13.5,14.05,-10274.19355,-15672.96,-13443.84,0,0,0.57,-0.33,4.55,2.2,13.54,0.7,5.21,4.55,2.23,13.54,0.7,5.21,"Spring"
"136",2010-05-16,0.6,2.2,16.2,3.8,0,2,0.6,7.6,3.4,1.2,15,8.25,14.6,15.7,-9760.483871,-14889.312,-12771.648,0,0,0.6,-0.33,4.52,2.2,13.59,0.72,5.13,4.52,2.23,13.59,0.72,5.13,"Spring"
"137",2010-05-17,7.8,69.2,4.4,0.4,1.4,6,4.8,0,3,1,15.8,9.95,15.55,16.05,-10274.19355,-15672.96,-13443.84,0,0,0.53,-0.33,4.52,2.2,13.62,0.78,5.1,4.52,2.23,13.62,0.78,5.1,"Spring"
"138",2010-05-18,0,0.2,0,0,0,0,0,0,0,0,15.15,11.3,16.35,16.95,-10274.19355,-15672.96,-13443.84,0,0,0.47,-0.33,4.58,2.2,13.64,0.97,5.1,4.58,2.23,13.64,0.97,5.1,"Spring"
"139",2010-05-19,0,0,0,0,0,0,0,0,0.2,0,14.8,9.85,14.95,14.5,-10274.19355,-15672.96,-13443.84,0,0,0.46,-0.33,4.64,2.2,13.62,1.05,5.11,4.64,2.23,13.62,1.05,5.11,"Spring"
"140",2010-05-20,0,0,0,0,0.6,4.4,0.4,3,0,1.2,16.55,11.5,15.75,16.4,-10274.19355,-15672.96,-13443.84,0,0,0.39,-0.33,4.62,2.2,13.64,1.19,5.15,4.62,2.23,13.64,1.19,5.15,"Spring"
"141",2010-05-21,0,0,0,0,0,0,0,0,0,0,17.5,14.15,18.05,18.3,-10274.19355,-15672.96,-13443.84,0,0,0.38,-0.33,4.68,2.2,13.64,1.3,5.2,4.68,2.23,13.64,1.3,5.2,"Spring"
"142",2010-05-22,0,0,0,0,0,0,0.2,0,0.4,0,19.25,15.75,19.65,20,-10274.19355,-15672.96,-13443.84,0,0,0.31,-0.33,4.76,2.2,13.63,1.38,5.24,4.76,2.23,13.63,1.38,5.24,"Spring"
"143",2010-05-23,0,0,0.4,0,0,0,0,0,0,0,19.5,16.3,20.05,20.85,-9760.483871,-14889.312,-12771.648,0,0,0.31,-0.33,4.83,2.2,13.62,1.45,5.26,4.83,2.23,13.62,1.45,5.26,"Spring"
"144",2010-05-24,0.4,0,0,0,0,0,1.6,0,1,0,19.65,16.4,19.65,20.3,-10274.19355,-15672.96,-13443.84,0,0,0.3,-0.33,4.83,2.2,13.6,1.51,5.3,4.83,2.23,13.6,1.51,5.3,"Spring"
"145",2010-05-25,0,0,0,0,0,0,0,0,0,0,18.5,14.15,18.2,19.25,-10274.19355,-15672.96,-13443.84,0,0,0.31,-0.33,4.99,2.2,13.61,1.56,5.35,4.99,2.23,13.61,1.56,5.35,"Spring"
"146",2010-05-26,0,0,0,0,0,0,0,0,0,0,18.45,15.35,18.15,19.25,-10274.19355,-15672.96,-13443.84,0,0,0.29,-0.33,4.97,2.2,13.59,1.61,5.39,4.97,2.23,13.59,1.61,5.39,"Spring"
"147",2010-05-27,0,0,0,0,0,0,0,0,0,0,18.1,13.1,18.25,18.3,-10274.19355,-15672.96,-13443.84,0,0,0.29,-0.33,4.97,2.2,13.58,1.65,5.42,4.97,2.23,13.58,1.65,5.42,"Spring"
"148",2010-05-28,0,0,0,1,0,0,0,0,0,0,19.55,13.95,19,20.05,-10274.19355,-15672.96,-13443.84,0,0,0.26,-0.33,5.02,2.2,13.6,1.69,5.48,5.02,2.23,13.6,1.69,5.48,"Spring"
"149",2010-05-29,0,0,0,0,0,0,0,0,0,0,19.4,14.7,19.15,20.2,-10274.19355,-15672.96,-13443.84,0,0,0.22,-0.33,5,2.2,13.61,1.72,5.53,5,2.23,13.61,1.72,5.53,"Spring"
"150",2010-05-30,0,0,0,0,0,0,0,0,0,0,19.95,14.2,19.05,20.5,-9760.483871,-14889.312,-12771.648,0,0,0.22,-0.33,5.04,2.2,13.58,1.75,5.54,5.04,2.23,13.58,1.75,5.54,"Spring"
"151",2010-05-31,0,0.4,2.6,0.2,1,0.2,1.2,0.2,0.2,0.8,20.15,15.7,19,21.5,-10274.19355,-15672.96,-13443.84,0,0,0.25,-0.33,5.03,2.2,13.53,1.77,5.56,5.03,2.23,13.53,1.77,5.56,"Spring"
"152",2010-06-01,0,0.4,0,0,0,0,0.2,0,0.2,0,20.2,14.95,18.5,20.25,-10856.66667,-16511.04,-14208.48,0,0,0.23,-0.33,5.12,2.2,13.56,1.79,5.61,5.12,2.23,13.56,1.79,5.61,"Summer"
"153",2010-06-02,0,0,12.4,0,0,0,0,0,0,0,18.15,12.3,18.65,20.05,-10856.66667,-16511.04,-14208.48,0,0,0.23,-0.33,5.12,2.2,13.57,1.81,5.61,5.12,2.23,13.57,1.81,5.61,"Summer"
"154",2010-06-03,0,12.6,0.2,21.6,6,0.4,0,0.2,0.6,0,19.15,13.8,19.7,20,-10856.66667,-16511.04,-14208.48,0,0,0.23,-0.33,5.04,2.2,13.6,1.79,5.57,5.04,2.23,13.6,1.79,5.57,"Summer"
"155",2010-06-04,0,0,0,0.2,0,0,0,3.4,0,0,19.95,15.15,20.35,20.8,-10856.66667,-16511.04,-14208.48,0,0,0.23,-0.33,5.14,2.2,13.62,1.82,5.67,5.14,2.23,13.62,1.82,5.67,"Summer"
"156",2010-06-05,0,0,0,0,0,0,0,0,0,0,21.4,18.15,21.4,22.25,-10856.66667,-16511.04,-14208.48,0,0,0.2,-0.33,5.35,2.2,13.65,1.87,5.71,5.35,2.23,13.65,1.87,5.71,"Summer"
"157",2010-06-06,0,0,0,0,0,0,0,0.2,0.6,0,21.25,17.8,20.8,22.25,-10313.83333,-15685.488,-13498.056,0,0,0.2,-0.33,5.5,2.2,13.63,1.9,5.7,5.5,2.23,13.63,1.9,5.7,"Summer"
"158",2010-06-07,0,0,0,0,0,0,0,0,0,0,20.25,16.45,20.35,22,-10856.66667,-16511.04,-14208.48,0,0,0.19,-0.33,5.47,2.2,13.61,1.92,5.72,5.47,2.23,13.61,1.92,5.72,"Summer"
"159",2010-06-08,0,0,0,0,0,0,0,0,0,0,21.4,17.3,21.5,22.85,-10856.66667,-16511.04,-14208.48,0,0,0.19,-0.33,5.72,2.2,13.61,1.92,5.76,5.72,2.23,13.61,1.92,5.76,"Summer"
"160",2010-06-09,0,0,0,0,0,0,0,0,0,0,22.9,18.8,23.3,24.05,-10856.66667,-16511.04,-14208.48,0,0,0.18,-0.33,5.82,2.2,13.62,1.96,5.79,5.82,2.23,13.62,1.96,5.79,"Summer"
"161",2010-06-10,0,0,0,0,0,0,0,0,0,0,23.95,20.05,24.8,24.75,-10856.66667,-16511.04,-14208.48,0,0,0.23,-0.33,5.92,2.2,13.65,1.98,5.83,5.92,2.23,13.65,1.98,5.83,"Summer"
"162",2010-06-11,0,0,0,0,0,0,0,0,0,0,23.85,19.75,24.35,24.8,-10856.66667,-16511.04,-14208.48,0,0,0.24,-0.33,6.1,2.2,13.67,2.02,5.86,6.1,2.23,13.67,2.02,5.86,"Summer"
"163",2010-06-12,0,0,0.2,0,0,0,0,0,0,0,23.85,17.25,23,24.5,-10856.66667,-16511.04,-14208.48,0,0,0.19,-0.33,6.17,2.2,13.67,2.05,5.86,6.17,2.23,13.67,2.05,5.86,"Summer"
"164",2010-06-13,0,0,0.8,0,0,0,0,0.2,0,0,22.15,15.55,20.6,22.95,-10313.83333,-15685.488,-13498.056,0,0,0.18,-0.33,6.16,2.2,13.66,2.07,5.82,6.16,2.23,13.66,2.07,5.82,"Summer"
"165",2010-06-14,2,1.2,0.2,0.2,0,1,1.6,0.6,2,2.2,21.05,16.4,21.85,21.8,-10856.66667,-16511.04,-14208.48,0,0,0.18,-0.33,6.19,2.2,13.68,2.02,5.81,6.19,2.23,13.68,2.02,5.81,"Summer"
"166",2010-06-15,5.4,4.2,22.8,3.4,2,3,4.6,1.6,4.6,5.4,22.9,16.2,21.7,22.9,-10856.66667,-16511.04,-14208.48,0,0,0.19,-0.33,6.26,2.2,13.69,1.99,5.84,6.26,2.23,13.69,1.99,5.84,"Summer"
"167",2010-06-16,48.4,27.8,16,33.6,37.6,47.4,46.2,25,25,41.2,19.9,13.25,19,20.15,-10856.66667,-16511.04,-14208.48,0,0,0.29,-0.33,6.19,2.2,13.7,1.89,5.81,6.19,2.23,13.7,1.89,5.81,"Summer"
"168",2010-06-17,1.4,0.2,24,1.6,5.2,4.6,2.4,0.8,2.6,3,18.25,12.9,18.45,18.7,-10856.66667,-16511.04,-14208.48,0,0,0.25,-0.33,6.16,2.2,13.71,1.87,5.78,6.16,2.23,13.71,1.87,5.78,"Summer"
"169",2010-06-18,7.6,5.6,0.2,25,6.8,8.4,19.6,6.6,14,4.8,18.75,13.05,18.1,19.45,-10856.66667,-16511.04,-14208.48,0,0,0.27,-0.33,6.14,2.2,13.67,1.88,5.77,6.14,2.23,13.67,1.88,5.77,"Summer"
"170",2010-06-19,7.6,40,39.8,11.2,27.2,140.8,12.8,1.2,4.8,88.2,17.75,11.85,16.45,18.3,-10856.66667,-16511.04,-14208.48,0,0,0.56,-0.33,6.1,2.2,13.6,1.66,5.73,6.1,2.23,13.6,1.66,5.73,"Summer"
"171",2010-06-20,129.2,16.4,10.6,24.8,58.2,38.2,97,29.2,97.4,63.6,18.75,12.15,18.3,19.75,-10313.83333,-15685.488,-13498.056,0,0,1.02,-0.33,5.95,2.2,13.55,1.54,5.63,5.95,2.23,13.55,1.54,5.63,"Summer"
"172",2010-06-21,39.6,2.6,0.6,8,28.2,5.2,22.4,23,25,3.6,18.05,11.9,17.9,19.25,-10856.66667,-16511.04,-14208.48,0,0,0.72,-0.33,5.89,2.2,13.61,1.55,5.52,5.89,2.23,13.61,1.55,5.52,"Summer"
"173",2010-06-22,0,0,0,0,0,0,0,0.6,0,0,19.65,13.3,18.9,19.2,-10856.66667,-16511.04,-14208.48,0,0,0.53,-0.33,5.94,2.2,13.66,1.63,5.48,5.94,2.23,13.66,1.63,5.48,"Summer"
"174",2010-06-23,1.4,0,0,0,2.6,0.6,7,0,3.4,3,20.75,15.6,20.2,21.15,-10856.66667,-16511.04,-14208.48,0,0,0.46,-0.33,5.95,2.2,13.68,1.69,5.48,5.95,2.23,13.68,1.69,5.48,"Summer"
"175",2010-06-24,0,0,0,0,0.2,0,0,0,0,0,21.2,15.5,20.4,21.65,-10856.66667,-16511.04,-14208.48,0,0,0.39,-0.33,6.07,2.2,13.67,1.72,5.5,6.07,2.23,13.67,1.72,5.5,"Summer"
"176",2010-06-25,0,0,0,0,0,0,0,0,0,0,20.85,17.5,20.7,21.95,-10856.66667,-16511.04,-14208.48,0,0,0.37,-0.33,6.11,2.2,13.66,1.78,5.53,6.11,2.23,13.66,1.78,5.53,"Summer"
"177",2010-06-26,19.2,0,0,0,4,0,0.6,0,0.4,10.8,21.6,18.1,21.8,22.7,-10856.66667,-16511.04,-14208.48,0,0,0.31,-0.33,6.07,2.2,13.66,1.82,5.56,6.07,2.23,13.66,1.82,5.56,"Summer"
"178",2010-06-27,0,0,0,0,0,0,0.4,3.2,2.6,0,22.55,19.45,22.85,23.35,-10313.83333,-15685.488,-13498.056,0,0,0.3,-0.33,6.01,2.2,13.67,1.87,5.57,6.01,2.23,13.67,1.87,5.57,"Summer"
"179",2010-06-28,0,0,0,0,0,0,6.8,0,0,0,23.65,19.85,23.6,24.65,-10856.66667,-16511.04,-14208.48,0,0,0.3,-0.33,6.08,2.2,13.68,1.88,5.62,6.08,2.23,13.68,1.88,5.62,"Summer"
"180",2010-06-29,0,0,0,0,0,0,0,0,0,0,24.6,20.55,24.4,25.45,-10856.66667,-16511.04,-14208.48,0,0,0.26,-0.33,6.08,2.2,13.69,1.91,5.69,6.08,2.23,13.69,1.91,5.69,"Summer"
"181",2010-06-30,0.6,0,0,0,0,0,0,0,0,7.2,25.45,21.85,26.2,26.7,-10856.66667,-16511.04,-14208.48,0,0,0.26,-0.33,6.14,2.2,13.69,1.94,5.74,6.14,2.23,13.69,1.94,5.74,"Summer"
"182",2010-07-01,0,0,0,0,0,0,0,0,0,0,26.65,22.45,26.4,27.2,-12087.11329,-17245.44,-14438.304,0,0,0.27,-0.33,6.15,2.2,13.68,1.98,5.92,6.15,2.23,13.68,1.98,5.92,"Summer"
"183",2010-07-02,0,0,0,0,0,0,0,0,0,0,26.3,22.75,26.1,27.25,-12087.11329,-17245.44,-14438.304,0,0,0.27,-0.33,6.24,2.2,13.69,2.03,5.84,6.24,2.23,13.69,2.03,5.84,"Summer"
"184",2010-07-03,2.8,0,0,0,0.6,1.2,0.4,0,1.2,18.8,26.4,23.05,26.35,27.3,-12087.11329,-17245.44,-14438.304,0,0,0.25,-0.33,6.37,2.2,13.7,2.06,5.83,6.37,2.23,13.7,2.06,5.83,"Summer"
"185",2010-07-04,0,0,0,0,0,0,0,0,0,0,25.25,20.8,24.55,26.15,-11482.75763,-16383.168,-13716.3888,0,0,0.24,-0.33,6.44,2.2,13.71,2.09,5.82,6.44,2.23,13.71,2.09,5.82,"Summer"
"186",2010-07-05,0,0,0,0,0,0,0,0,0,0,25.85,20.4,24.65,26.2,-12087.11329,-17245.44,-14438.304,0,0,0.24,-0.33,6.46,2.2,13.71,2.11,5.84,6.46,2.23,13.71,2.11,5.84,"Summer"
"187",2010-07-06,0,0,0,0,0,0,0,4.8,0,1.6,25.5,21.25,25.7,26.55,-12087.11329,-17245.44,-14438.304,0,0,0.24,-0.33,6.54,2.2,13.72,2.14,5.89,6.54,2.23,13.72,2.14,5.89,"Summer"
"188",2010-07-07,0,0,0,0,5,0,16.6,0,0,0,26.95,21.6,26.35,27.5,-12087.11329,-17245.44,-14438.304,0,0,0.23,-0.33,6.54,2.2,13.75,2.16,5.92,6.54,2.23,13.75,2.16,5.92,"Summer"
"189",2010-07-08,0,0,0,0,0,0,0,0,0,0,26.15,21.05,26.15,28.1,-12087.11329,-17245.44,-14438.304,0,0,0.22,-0.33,6.57,2.2,13.8,2.22,5.99,6.57,2.23,13.8,2.22,5.99,"Summer"
"190",2010-07-09,0,0,0,0,0,0,0.2,0,0,0,26.55,23,26.7,27.6,-12087.11329,-17245.44,-14438.304,0,0,0.21,-0.33,6.63,2.2,13.8,2.22,6.06,6.63,2.23,13.8,2.22,6.06,"Summer"
"191",2010-07-10,0,0,0,0,0,0,0,0,0,0,27.45,23.8,28,28.85,-12087.11329,-17245.44,-14438.304,0,0,0.21,-0.33,6.7,2.2,13.78,2.24,6.06,6.7,2.23,13.78,2.24,6.06,"Summer"
"192",2010-07-11,0,0,0,0,0,0,0,0,0,0,28.35,23,27.55,29.1,-11482.75763,-16383.168,-13716.3888,0,0,0.21,-0.33,6.73,2.2,13.77,2.24,6.04,6.73,2.23,13.77,2.24,6.04,"Summer"
"193",2010-07-12,0,0,0,0,0,0,0,0,0,0,27.1,22.35,26.75,28.5,-12087.11329,-17245.44,-14438.304,0,0,0.22,-0.33,6.72,2.2,13.76,2.26,6.07,6.72,2.23,13.76,2.26,6.07,"Summer"
"194",2010-07-13,0,0,0,0,0,0,0,0,0,0,25.95,20.95,25.5,26.85,-12087.11329,-17245.44,-14438.304,0,0,0.2,-0.33,6.78,2.2,13.8,2.28,6.1,6.78,2.23,13.8,2.28,6.1,"Summer"
"195",2010-07-14,0,0,0,0,0,0,0,0,0,0,27.1,22.9,26.8,27.45,-12087.11329,-17245.44,-14438.304,0,0,0.19,-0.33,6.87,2.2,13.84,2.31,6.12,6.87,2.23,13.84,2.31,6.12,"Summer"
"196",2010-07-15,0,0,0,0,0,0,0,0,0,0,26.8,22.95,26.5,27.25,-12087.11329,-17245.44,-14438.304,0,0,0.19,-0.33,6.97,2.2,13.85,2.33,6.14,6.97,2.23,13.85,2.33,6.14,"Summer"
"197",2010-07-16,0,0,0,0,0,0,0,0,0,0,26.7,23.9,26.7,28.1,-12087.11329,-17245.44,-14438.304,0,0,0.18,-0.33,7.03,2.2,13.87,2.35,6.16,7.03,2.23,13.87,2.35,6.16,"Summer"
"198",2010-07-17,0,0,0,0,0,0,0,0,0,0,25.05,21.2,25.05,26.8,-12087.11329,-17245.44,-14438.304,0,0,0.16,-0.33,7.1,2.2,13.86,2.38,6.17,7.1,2.23,13.86,2.38,6.17,"Summer"
"199",2010-07-18,0,0,0,0,0,0,0,0,0,0,27.5,21.8,25.6,28.8,-11482.75763,-16383.168,-13716.3888,0,0,0.17,-0.33,7.12,2.2,13.85,2.38,6.12,7.12,2.23,13.85,2.38,6.12,"Summer"
"200",2010-07-19,0,0,0,0,0,0,0,0,0,0,25.6,21.4,25.6,26.9,-12087.11329,-17245.44,-14438.304,0,0,0.17,-0.33,7.12,2.2,13.85,2.42,6.14,7.12,2.23,13.85,2.42,6.14,"Summer"
"201",2010-07-20,0,0,0,0,0,0,0,0.2,0,0,25.95,21.55,26.1,27.1,-12087.11329,-17245.44,-14438.304,0,0,0.16,-0.33,7.22,2.2,13.85,2.45,6.19,7.22,2.23,13.85,2.45,6.19,"Summer"
"202",2010-07-21,0,0,0,0,0,0,0,0,0,0,26.35,22.45,26.5,27.2,-12087.11329,-17245.44,-14438.304,0,0,0.16,-0.33,7.31,2.2,13.88,2.47,6.21,7.31,2.23,13.88,2.47,6.21,"Summer"
"203",2010-07-22,0,0,0,0,0,0,0,0,0,0,26.6,22.25,26.55,27.7,-12087.11329,-17245.44,-14438.304,0,0,0.15,-0.33,7.42,2.2,13.88,2.5,6.23,7.42,2.23,13.88,2.5,6.23,"Summer"
"204",2010-07-23,0,0,0,0,0,0,0,0,0,0,26.3,20.85,25.8,27.25,-12087.11329,-17245.44,-14438.304,0,0,0.16,-0.33,7.45,2.2,13.88,2.51,6.24,7.45,2.23,13.88,2.51,6.24,"Summer"
"205",2010-07-24,0,0,0,0,0,0,0,0,0,0,24.9,20.05,25.5,27.15,-12087.11329,-17245.44,-14438.304,0,0,0.16,-0.33,7.52,2.2,13.86,2.53,6.24,7.52,2.23,13.86,2.53,6.24,"Summer"
"206",2010-07-25,0,0,0,0,0,0,0,0,0,0,22.65,18.65,22.85,24.1,-11482.75763,-16383.168,-13716.3888,0,0,0.15,-0.33,7.45,2.2,13.86,2.54,6.18,7.45,2.23,13.86,2.54,6.18,"Summer"
