"","Date","Rainfall_Le_Croci","Rainfall_Cavallina","Rainfall_S_Agata","Rainfall_Mangona","Rainfall_S_Piero","Rainfall_Vernio","Rainfall_Stia","Rainfall_Consuma","Rainfall_Incisa","Rainfall_Montevarchi","Rainfall_S_Savino","Rainfall_Laterina","Rainfall_Bibbiena","Rainfall_Camaldoli","Temperature_Firenze","Hydrometry_Nave_di_Rosano","Season"
"246",2011-09-04,9.6,3.8,6.8,3.2,1.4,18.8,8,8,0,9,5,9,8,8,24.4,1.1,"Autumn"
"247",2011-09-05,6.6,3.6,6,4.6,5.2,7.8,4,4,0,4,2,4,4,4,24.1,1.11,"Autumn"
"248",2011-09-06,0,0,0,0,0,0.2,2,2,0,0,0,0,2,2,24.4,1.09,"Autumn"
"249",2011-09-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3,1.08,"Autumn"
"250",2011-09-08,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,22.85,1.08,"Autumn"
"251",2011-09-09,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,25.25,1.08,"Autumn"
"252",2011-09-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.15,1.08,"Autumn"
"253",2011-09-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6,1.09,"Autumn"
"254",2011-09-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.65,1.07,"Autumn"
"255",2011-09-13,0,0,0,0,0,0.2,3,3,0,0,0,0,3,3,26.5,1.08,"Autumn"
"256",2011-09-14,0,0,0,0,0,0,0,0,0,0,5,0,0,0,25.9,1.07,"Autumn"
"257",2011-09-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.8,1.06,"Autumn"
"258",2011-09-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4,1.05,"Autumn"
"259",2011-09-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.95,1.05,"Autumn"
"260",2011-09-18,8.2,9.2,4,15.6,3.6,25.4,14,14,0,3,3,3,14,14,22.75,1.07,"Autumn"
"261",2011-09-19,8.4,9.8,9.6,2.8,7.6,6.2,16,16,30.2,20,33,20,16,16,18.2,1.18,"Autumn"
"262",2011-09-20,1.6,2.8,6.6,1.4,1.8,3.4,5,5,1.8,2,0,2,5,5,18.3,1.1,"Autumn"
"263",2011-09-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8,1.06,"Autumn"
"264",2011-09-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1.06,"Autumn"
"265",2011-09-23,0,0,0,0,0,0.2,3,3,0,0,0,0,3,3,22.8,1.07,"Autumn"
"266",2011-09-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.1,1.07,"Autumn"
"267",2011-09-25,0.6,0,0,0,0,0,8,8,0,4,10,4,8,8,23.7,1.08,"Autumn"
"268",2011-09-26,0,0,0,0,0,0,0,0,6.8,0,0,0,0,0,21.8,1.06,"Autumn"
"269",2011-09-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.2,1.06,"Autumn"
"270",2011-09-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.35,1.06,"Autumn"
"271",2011-09-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.25,1.05,"Autumn"
"272",2011-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.25,1.05,"Autumn"
"273",2011-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.15,1.05,"Autumn"
"274",2011-10-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.95,1.05,"Autumn"
"275",2011-10-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.95,1.04,"Autumn"
"276",2011-10-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.1,1.04,"Autumn"
"277",2011-10-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.5,1.03,"Autumn"
"278",2011-10-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.35,1.03,"Autumn"
"279",2011-10-07,20.2,15.4,9.8,15.8,11.2,14.4,9,9,0,6,6,6,9,9,17.65,1.07,"Autumn"
"280",2011-10-08,0.2,0,0,0,0.2,0,0,0,2,0,0,0,0,0,14.45,1.04,"Autumn"
"281",2011-10-09,0,0,0,0,0,0,2,2,0,0,3,0,2,2,13.45,1.03,"Autumn"
"282",2011-10-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3,1.03,"Autumn"
"283",2011-10-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.15,1.03,"Autumn"
"284",2011-10-12,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,17.65,1.04,"Autumn"
"285",2011-10-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7,1.05,"Autumn"
"286",2011-10-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3,1.03,"Autumn"
"287",2011-10-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.55,1.02,"Autumn"
"288",2011-10-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.65,1.02,"Autumn"
"289",2011-10-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.45,1.01,"Autumn"
"290",2011-10-18,0,0,0,0.2,0,0.6,0,0,0,0,0,0,0,0,12.45,1.02,"Autumn"
"291",2011-10-19,0,0,0,0.8,0,1.6,0,0,0,2,1,2,0,0,17.35,1.05,"Autumn"
"292",2011-10-20,17.6,23,27.4,16,22.6,19.8,21,21,0,14,14,14,21,21,14.95,1.1,"Autumn"
"293",2011-10-21,0,0,0,0,0,0,2,2,15.6,0,0,0,2,2,12.65,1.07,"Autumn"
"294",2011-10-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.15,1.03,"Autumn"
"295",2011-10-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3,1.03,"Autumn"
"296",2011-10-24,1.6,1.4,0.2,0.4,0.4,1.2,1,1,0,2,4,2,1,1,12.55,1.04,"Autumn"
"297",2011-10-25,12.2,14.6,13.6,24.2,13.2,37.4,11,11,1.4,5,5,5,11,11,15.55,1.05,"Autumn"
"298",2011-10-26,62.6,54.2,49.4,47.8,49,53.4,34,34,51.2,34,25,34,34,34,15.65,1.35,"Autumn"
"299",2011-10-27,0.2,0.2,0.6,0,0.2,0.2,0,0,1.6,0,0,0,0,0,13.55,1.19,"Autumn"
"300",2011-10-28,0.2,0,0,0,0.2,0.2,0,0,0.2,0,0,0,0,0,14.9,1.07,"Autumn"
"301",2011-10-29,0,0.2,0,0,0.2,0.2,0,0,0,0,0,0,0,0,15.55,1.04,"Autumn"
"302",2011-10-30,0,0,0,0,0.2,0.2,0,0,0.2,0,0,0,0,0,14.5,1.03,"Autumn"
"303",2011-10-31,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,14,1.01,"Autumn"
"304",2011-11-01,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,14.15,1.03,"Autumn"
"305",2011-11-02,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,14.85,1.01,"Autumn"
"306",2011-11-03,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,14.6,1.01,"Autumn"
"307",2011-11-04,2.4,3.6,2.4,6.2,1.6,9.2,1,1,0,3,3,3,1,1,16.9,1.03,"Autumn"
"308",2011-11-05,0,0,1.4,2.4,0,0.8,4,4,0,4,4,4,4,4,19.45,1.05,"Autumn"
"309",2011-11-06,5.2,4.8,0.2,6.6,4.4,8.8,3,3,4,3,6,3,3,3,15.95,1.07,"Autumn"
"310",2011-11-07,16.6,15,1,16.4,12,18.6,1,1,0,6,7,6,1,1,13.5,1.08,"Autumn"
"311",2011-11-08,5,7,0.2,8.2,5.8,6.8,1,1,15.8,3,3,3,1,1,16.95,1.13,"Autumn"
"312",2011-11-09,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,16.85,1.03,"Autumn"
"313",2011-11-10,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,14.75,0.97,"Autumn"
"314",2011-11-11,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,12.75,0.97,"Autumn"
"315",2011-11-12,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,12.25,0.97,"Autumn"
"316",2011-11-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.35,0.99,"Autumn"
"317",2011-11-14,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,10.45,0.99,"Autumn"
"318",2011-11-15,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,9.2,0.99,"Autumn"
"319",2011-11-16,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,9.4,0.98,"Autumn"
"320",2011-11-17,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,9,0.97,"Autumn"
"321",2011-11-18,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,8.35,0.95,"Autumn"
"322",2011-11-19,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,7.35,0.96,"Autumn"
"323",2011-11-20,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,8.4,0.96,"Autumn"
"324",2011-11-21,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,10.3,0.97,"Autumn"
"325",2011-11-22,0,0,0,0,0,0,3,3,0,0,0,0,3,3,10.4,0.98,"Autumn"
"326",2011-11-23,0,0,0.4,0,0,0.2,3,3,0,0,0,0,3,3,14.1,0.98,"Autumn"
"327",2011-11-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4,0.97,"Autumn"
"328",2011-11-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3,0.96,"Autumn"
"329",2011-11-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2,0.96,"Autumn"
"330",2011-11-27,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,9.45,0.96,"Autumn"
"331",2011-11-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.85,0.97,"Autumn"
"332",2011-11-29,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,9.55,0.97,"Autumn"
"333",2011-11-30,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,8.4,0.98,"Autumn"
"334",2011-12-01,3.8,2.8,1,1.2,1.4,2,0,0,0.2,0,0,0,0,0,9.15,1,"Winter"
"335",2011-12-02,9.4,4.6,5.2,2.4,8.4,3.6,5,5,0.2,0,0,0,5,5,14.35,1,"Winter"
"336",2011-12-03,2.4,5.4,2.2,5,2,4.4,1,1,0,3,2,3,1,1,14.6,1,"Winter"
"337",2011-12-04,5.8,5,3.4,5.2,2.8,4.8,8,8,3.2,11,1,11,8,8,12.25,1.06,"Winter"
"338",2011-12-05,30.4,17.8,8.6,18.2,14,19.2,13,13,19.4,8,5,8,13,13,14.15,1.23,"Winter"
"339",2011-12-06,0,0,0,0,0,0.2,2,2,18.6,2,0,2,2,2,10.95,1.41,"Winter"
"340",2011-12-07,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,10.55,1.43,"Winter"
"341",2011-12-08,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,13.5,1.2,"Winter"
"342",2011-12-09,1.8,0.8,0.8,0.4,1,0.8,0,0,0.2,0,0,0,0,0,10.2,1.13,"Winter"
"343",2011-12-10,9.4,7.2,6.8,1.4,7.8,2,2,2,1.2,2,2,2,2,2,12.6,1.1,"Winter"
"344",2011-12-11,0.6,0,0,0,0.4,0,2,2,0.6,3,4,3,2,2,13,1.33,"Winter"
"345",2011-12-12,38,37.2,29.8,40.8,31,42.4,18,18,5.4,15,17,15,18,18,11.75,1.36,"Winter"
"346",2011-12-13,0.4,0.2,0.2,0,0.4,0,0,0,16,0,0,0,0,0,9.55,1.58,"Winter"
"347",2011-12-14,14,12,12,11.6,16.4,14.8,12,12,0.4,5,1,5,12,12,12.3,1.6,"Winter"
"348",2011-12-15,0.6,2.2,2,2,0.8,2.6,3,3,4.4,0,0,0,3,3,13.9,1.48,"Winter"
"349",2011-12-16,24.4,44.6,21.4,32.8,30.2,46,10,10,1.8,10,4,10,10,10,13.7,1.46,"Winter"
"350",2011-12-17,0.6,4.2,4.6,4,2,0,0,0,10.6,0,5,0,0,0,8.2,1.88,"Winter"
"351",2011-12-18,0,0,0,0,0.2,0,1,1,0,0,0,0,1,1,4.65,1.89,"Winter"
"352",2011-12-19,0,0,0,0,0,0,1,1.1,0,0,0,0,1,1.1,4.85,1.51,"Winter"
"353",2011-12-20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.05,1.29,"Winter"
"354",2011-12-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.05,1.12,"Winter"
"355",2011-12-22,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,5.15,1.09,"Winter"
"356",2011-12-23,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,5.1,1.08,"Winter"
"357",2011-12-24,7,5.2,9,6,5.8,5.6,9,7.4,0.2,9,9,9,9,6.7,5,1.32,"Winter"
"358",2011-12-25,0,0,0,0,0,0,2,1.6,4,2,0,2,2,1.6,9,1.15,"Winter"
"359",2011-12-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1,1.19,"Winter"
"360",2011-12-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1.08,"Winter"
"361",2011-12-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,1.06,"Winter"
"362",2011-12-29,0.2,0,0,0,0.2,0.2,1,1,0.2,1,1,1,1,0.5,6.3,1.25,"Winter"
"363",2011-12-30,0,0,0,0,0,0.2,4,3.6,0.4,3,3,3,4,3.3,6,1.22,"Winter"
"364",2011-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,1.06,"Winter"
"365",2012-01-01,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,7.1,1.09,"Winter"
"366",2012-01-02,13.4,13.4,13.6,12,12.6,19,7,7,0.6,4,1,4,7,7,9.7,1.23,"Winter"
"367",2012-01-03,4,3.8,5,1.2,3.8,2,8,8,9,7,7,7,8,8,9.1,1.33,"Winter"
"368",2012-01-04,3.6,2.6,2,3.6,2,4.2,8,8,0,9,4,9,8,8,6.6,1.28,"Winter"
"369",2012-01-05,3.2,1.8,2,3.6,2.2,3.6,3,3,5.6,3,3,3,3,3,6.6,1.36,"Winter"
"370",2012-01-06,0,0,0,0,0,0.4,0,0,4,0,0,0,0,0,9.45,1.32,"Winter"
"371",2012-01-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,1.41,"Winter"
"372",2012-01-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,1.38,"Winter"
"373",2012-01-09,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,7.4,1.32,"Winter"
"374",2012-01-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.45,1.25,"Winter"
"375",2012-01-11,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,5.95,1.25,"Winter"
"376",2012-01-12,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,5.55,1.23,"Winter"
"377",2012-01-13,0,0,0,0,0,0,0,0,0,1,0,1,0,0,10.55,1.23,"Winter"
"378",2012-01-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,1.2,"Winter"
"379",2012-01-15,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,4.5,1.18,"Winter"
"380",2012-01-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,1.21,"Winter"
"381",2012-01-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,1.06,"Winter"
"382",2012-01-18,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,4,1.05,"Winter"
"383",2012-01-19,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,6.05,1.08,"Winter"
"384",2012-01-20,1,0.4,0.6,0,0.4,0,0,0,0.2,1,0,1,0,0,9,1.09,"Winter"
"385",2012-01-21,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,8.15,1.14,"Winter"
"386",2012-01-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.75,1.09,"Winter"
"387",2012-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.15,1.14,"Winter"
"388",2012-01-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9,1.25,"Winter"
"389",2012-01-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,1.24,"Winter"
"390",2012-01-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55,1.25,"Winter"
"391",2012-01-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.45,1.27,"Winter"
"392",2012-01-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.45,1.22,"Winter"
"393",2012-01-29,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,6.65,1.08,"Winter"
"394",2012-01-30,0,0,0,0,0,0,1,1,0,0,0,0,1,1,4.15,1.06,"Winter"
"395",2012-01-31,0,0,0,0,0.2,1,6.5,11.5,0,4.8,2.2,4,6.5,11.9,3.05,1.06,"Winter"
"396",2012-02-01,0,0,0,0,0.2,0,61.8,86,3.4,22.1,26.8,22.1,61.8,86,2,1.06,"Winter"
"397",2012-02-02,0,0,0,0,0.2,0,4.4,6.8,2.4,0.4,0.2,0.4,4.4,6.8,0.9,1.07,"Winter"
"398",2012-02-03,0,0,0,0,0,0,5.7,6.8,0,2.5,1.6,2.5,5.7,6.8,-1.35,1.05,"Winter"
"399",2012-02-04,0,0,0,0,0,0,10,10.8,0,5.1,1.1,5.1,10,10.8,-1.75,1.04,"Winter"
"400",2012-02-05,0,0,0,0,0,0,1.5,1.5,0,0,0,0,1.5,1.5,-0.85,1.04,"Winter"
"401",2012-02-06,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6,1.03,"Winter"
"402",2012-02-07,0.4,0,0,0,0,0,7.8,8.6,0,2.4,0,2.4,7.8,8.6,0.35,1.04,"Winter"
"403",2012-02-08,0.8,1,0,0,0,0,1.5,1.5,0,0,0,0,1.5,1.5,2.85,1.04,"Winter"
"404",2012-02-09,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.85,1.03,"Winter"
"405",2012-02-10,0,0,0,0,0,0,24.1,30.8,0,6.4,4.4,6.4,24.1,30.8,1.35,1.02,"Winter"
"406",2012-02-11,0,0,0,0,0,0,20.9,22.8,0,4.2,3.8,4.2,20.9,22.8,-0.5,1.04,"Winter"
"407",2012-02-12,0,0,0,0,0,0,4.5,4.7,0,1.1,0,1.1,4.5,4.7,-0.65,1.05,"Winter"
"408",2012-02-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55,1.03,"Winter"
"409",2012-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,1.01,"Winter"
"410",2012-02-15,0,0,0,0,0,0,0,0,0,1.8,0,1.8,0,0,-0.4,1.03,"Winter"
"411",2012-02-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,1.02,"Winter"
"412",2012-02-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.85,1.03,"Winter"
"413",2012-02-18,3,1.8,1.6,0,0.8,0.6,0,0,0,0,0,0,0,0,9.55,1.06,"Winter"
"414",2012-02-19,10,6.6,6.4,6.2,6.6,9.6,0,0,1.2,1,0,1,0,0,8,1.16,"Winter"
"415",2012-02-20,4.2,6.4,5.2,3.2,3.2,6.6,10,7.8,0.6,10,10,10,10,8.8,7.4,1.26,"Winter"
"416",2012-02-21,0,0,0,0,0,0,2,2,4.4,3,0,3,2,2,8.35,1.21,"Winter"
"417",2012-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,1.17,"Winter"
"418",2012-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.45,1.22,"Winter"
"419",2012-02-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2,1.21,"Winter"
"420",2012-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.25,1.2,"Winter"
"421",2012-02-26,0,0,1.6,0,0.2,0.4,4,4,0,4,3,4,4,4,10.5,1.19,"Winter"
"422",2012-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.95,1.18,"Winter"
"423",2012-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.25,1.16,"Winter"
"424",2012-02-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.75,1.38,"Winter"
"425",2012-03-01,0.2,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,12.9,1.27,"Spring"
"426",2012-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.45,1.22,"Spring"
"427",2012-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.25,1.3,"Spring"
"428",2012-03-04,0,0,0,0,0,0,3,3,0,0,0,0,3,3,12.25,1.33,"Spring"
"429",2012-03-05,5.4,3,6.8,7.6,6.6,7.4,6,6,0,6,2,6,6,6,14.1,1.34,"Spring"
"430",2012-03-06,16,16,9,13.6,15,16.4,17,13.5,8.4,14,6,14,17,15.1,10.05,1.4,"Spring"
"431",2012-03-07,0,0,0,0,0,0,1,1.1,0.8,1,0,1,1,1.1,10.1,1.34,"Spring"
"432",2012-03-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.95,1.25,"Spring"
"433",2012-03-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.55,1.31,"Spring"
"434",2012-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7,1.28,"Spring"
"435",2012-03-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.75,1.11,"Spring"
"436",2012-03-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,1.25,"Spring"
"437",2012-03-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8,1.11,"Spring"
"438",2012-03-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8,1.22,"Spring"
"439",2012-03-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.45,1.08,"Spring"
"440",2012-03-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.45,1.08,"Spring"
"441",2012-03-17,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12.1,1.27,"Spring"
"442",2012-03-18,1.2,0,0.8,0.2,0.8,2.2,2,2,0,0,0,0,2,2,15.45,1.12,"Spring"
"443",2012-03-19,12.8,9.2,12.2,1.4,4.4,1,9,9,0,1,0,1,9,9,12.15,1.19,"Spring"
"444",2012-03-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.22,"Spring"
"445",2012-03-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9,1.21,"Spring"
"446",2012-03-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.15,1.1,"Spring"
"447",2012-03-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.85,1.1,"Spring"
"448",2012-03-24,0.2,0.2,2,0,0,0.4,2,2,0,2,0,2,2,2,16.8,1.22,"Spring"
"449",2012-03-25,0,0,0,0,0,0.2,2,2,0,2,2,2,2,2,15.35,1.1,"Spring"
"450",2012-03-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5,1.18,"Spring"
"451",2012-03-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1.14,"Spring"
"452",2012-03-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8,1.16,"Spring"
"453",2012-03-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4,1.15,"Spring"
"454",2012-03-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.15,1.12,"Spring"
"455",2012-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2,1.07,"Spring"
"456",2012-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.45,1.06,"Spring"
"457",2012-04-02,0,0,0,0,0.2,0,2,2,0,0,0,0,2,2,17.25,1.08,"Spring"
"458",2012-04-03,2,1.4,2.4,5.4,1.4,4.2,1,1,0,3,2,3,1,1,15.7,1.18,"Spring"
"459",2012-04-04,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,16.85,1.09,"Spring"
"460",2012-04-05,0,0,0,0,0,0,9,9,0,8,3,8,9,9,17.6,1.1,"Spring"
"461",2012-04-06,0,1,0,0,0,0,0,0,6,3,3,3,0,0,16.55,1.1,"Spring"
"462",2012-04-07,16.2,6.2,3,0.6,11,1.4,6,6,0.2,5,5,5,6,6,14.55,1.11,"Spring"
"463",2012-04-08,18.2,21.2,14,12.6,15.8,15.2,17,17,4.6,8,8,8,17,17,11.25,1.14,"Spring"
"464",2012-04-09,0,0,0,0,0,0,0,0,7.4,0,0,0,0,0,10.45,1.28,"Spring"
"465",2012-04-10,2.4,1.8,0.6,1,1.8,1.8,1,1,0,2,2,2,1,1,10.9,1.14,"Spring"
"466",2012-04-11,31.8,35.8,24.6,33.2,27.2,39.2,21,21,9.8,14,17,14,21,21,11,1.57,"Spring"
"467",2012-04-12,1.4,0.4,0.2,0,0,0.2,2,2,24.6,0,0,0,2,2,14.4,2.15,"Spring"
"468",2012-04-13,0.8,0.8,0.6,0,0.4,1.6,6,6,0,4,2,4,6,6,14,2.12,"Spring"
"469",2012-04-14,14.2,8.8,10,8.8,10.2,8.8,21,21,1.2,21,19,21,21,21,11.75,1.97,"Spring"
"470",2012-04-15,3.6,3,5.2,3,3,3,12,12,22.4,9,3,9,12,12,13.45,2.08,"Spring"
"471",2012-04-16,11.4,2,3,0.4,4.6,0.8,9,9,0.8,9,4,9,9,9,10.75,1.93,"Spring"
"472",2012-04-17,0,0,0.2,0,0,0,3,3,1.2,2,0,2,3,3,15.2,1.82,"Spring"
"473",2012-04-18,7.6,5.8,5.2,2.2,7.2,2.4,4,4,0,6,6,6,4,4,12.8,1.67,"Spring"
"474",2012-04-19,8.4,16,13.6,15,7.8,14.6,9,9,6.8,5,5,5,9,9,12.2,1.65,"Spring"
"475",2012-04-20,23.8,18.6,17.4,13.4,14.8,16.6,11,11,8.8,8,14,8,11,11,11.95,2.11,"Spring"
"476",2012-04-21,27,23,12.8,7,25,8.2,8,8,11,12,0,12,8,8,13.85,2.7,"Spring"
"477",2012-04-22,2.8,6,4,7.2,3.2,6.2,6,6,0.4,5,0,5,6,6,15.05,2.43,"Spring"
"478",2012-04-23,0,0,0,0.2,0,0,2,2,0,0,0,0,2,2,13.4,2.19,"Spring"
"479",2012-04-24,12.8,18.2,9,17.2,13.2,20.8,12,12,6.2,9,6,9,12,12,13.4,2.02,"Spring"
"480",2012-04-25,1.8,1.8,1.2,0.6,0.4,0.6,0,0,3.8,0,0,0,0,0,15.4,1.88,"Spring"
"481",2012-04-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.75,1.99,"Spring"
"482",2012-04-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.35,1.97,"Spring"
"483",2012-04-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.25,1.63,"Spring"
"484",2012-04-29,0.2,0,0.2,0,0,0.2,1,1,0,0,0,0,1,1,19.2,1.36,"Spring"
"485",2012-04-30,2,2,2.2,2,1.6,2.2,6,6,0.2,6,2,6,6,6,18.55,1.33,"Spring"
"486",2012-05-01,9.6,6,13,8.8,7,8.8,12,12,6.2,12,8,12,12,12,17.05,1.32,"Spring"
"487",2012-05-02,0.2,0,0,0,0,0.2,0,0,6.8,0,0,0,0,0,16,1.33,"Spring"
"488",2012-05-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8,1.35,"Spring"
"489",2012-05-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,1.37,"Spring"
